conversation_id,agent_id,category_id,channel_id,issue_status,resolution_time,date,customer_issue,tech_response,date
CONV-1198,1198,1198,1198,Pending,100,2028-04-12,Software installation failure,Run a system diagnostic tool.,2028-04-12
CONV-1199,1199,1199,1199,Resolved,97,2028-04-13,Software installation failure,Run a system diagnostic tool.,2028-04-13
CONV-1200,1200,1200,1200,Resolved,29,2028-04-14,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2028-04-14
CONV-1201,1201,1201,1201,Escalated,110,2028-04-15,Forgot password,Follow the software installation guide.,2028-04-15
CONV-1202,1202,1202,1202,Resolved after follow-up,69,2028-04-16,Software installation failure,Reset your password using the link provided.,2028-04-16
CONV-1203,1203,1203,1203,Escalated,44,2028-04-17,Unable to access email,Restart your router.,2028-04-17
CONV-1204,1204,1204,1204,Escalated,102,2028-04-18,Forgot password,Verify your email settings.,2028-04-18
CONV-1205,1205,1205,1205,Escalated,54,2028-04-19,Printer not responding,Reset your password using the link provided.,2028-04-19
CONV-1206,1206,1206,1206,Escalated,46,2028-04-20,Blue screen error,Reset your password using the link provided.,2028-04-20
CONV-1207,1207,1207,1207,Resolved,76,2028-04-21,Forgot password,Reset your password using the link provided.,2028-04-21
CONV-1208,1208,1208,1208,Resolved,31,2028-04-22,Slow system performance,Run a system diagnostic tool.,2028-04-22
CONV-1209,1209,1209,1209,Resolved after follow-up,92,2028-04-23,Slow system performance,Follow the software installation guide.,2028-04-23
CONV-1210,1210,1210,1210,Pending,120,2028-04-24,Forgot password,Verify your email settings.,2028-04-24
CONV-1211,1211,1211,1211,Resolved,74,2028-04-25,Unable to access email,Restart your router.,2028-04-25
CONV-1212,1212,1212,1212,Resolved,60,2028-04-26,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2028-04-26
CONV-1213,1213,1213,1213,Resolved after follow-up,37,2028-04-27,Unable to access email,Reinstall the printer drivers.,2028-04-27
CONV-1214,1214,1214,1214,Resolved after follow-up,83,2028-04-28,Forgot password,Run a system diagnostic tool.,2028-04-28
CONV-1215,1215,1215,1215,Resolved after follow-up,33,2028-04-29,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2028-04-29
CONV-1216,1216,1216,1216,Resolved,48,2028-04-30,Printer not responding,Clear cache and remove unnecessary programs.,2028-04-30
CONV-1217,1217,1217,1217,Escalated,83,2028-05-01,Blue screen error,Restart your router.,2028-05-01
CONV-1218,1218,1218,1218,Resolved after follow-up,34,2028-05-02,Software installation failure,Follow the software installation guide.,2028-05-02
CONV-1219,1219,1219,1219,Escalated,109,2028-05-03,Blue screen error,Verify your email settings.,2028-05-03
CONV-1220,1220,1220,1220,Resolved,70,2028-05-04,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2028-05-04
CONV-1221,1221,1221,1221,Escalated,87,2028-05-05,Cannot connect to Wi-Fi,Restart your router.,2028-05-05
CONV-1222,1222,1222,1222,Resolved,96,2028-05-06,Software installation failure,Run a system diagnostic tool.,2028-05-06
CONV-1223,1223,1223,1223,Pending,46,2028-05-07,Printer not responding,Verify your email settings.,2028-05-07
CONV-1224,1224,1224,1224,Pending,103,2028-05-08,Forgot password,Reinstall the printer drivers.,2028-05-08
CONV-1225,1225,1225,1225,Resolved,104,2028-05-09,Printer not responding,Clear cache and remove unnecessary programs.,2028-05-09
CONV-1226,1226,1226,1226,Escalated,85,2028-05-10,Slow system performance,Restart your router.,2028-05-10
CONV-1227,1227,1227,1227,Pending,119,2028-05-11,Cannot connect to Wi-Fi,Verify your email settings.,2028-05-11
CONV-1228,1228,1228,1228,Pending,18,2028-05-12,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2028-05-12
CONV-1229,1229,1229,1229,Escalated,11,2028-05-13,Cannot connect to Wi-Fi,Restart your router.,2028-05-13
CONV-1230,1230,1230,1230,Resolved after follow-up,68,2028-05-14,Forgot password,Reset your password using the link provided.,2028-05-14
CONV-1231,1231,1231,1231,Escalated,79,2028-05-15,Slow system performance,Clear cache and remove unnecessary programs.,2028-05-15
CONV-1232,1232,1232,1232,Pending,100,2028-05-16,Unable to access email,Clear cache and remove unnecessary programs.,2028-05-16
CONV-1233,1233,1233,1233,Resolved after follow-up,8,2028-05-17,Slow system performance,Clear cache and remove unnecessary programs.,2028-05-17
CONV-1234,1234,1234,1234,Pending,116,2028-05-18,Printer not responding,Run a system diagnostic tool.,2028-05-18
CONV-1235,1235,1235,1235,Resolved after follow-up,74,2028-05-19,Slow system performance,Reinstall the printer drivers.,2028-05-19
CONV-1236,1236,1236,1236,Escalated,24,2028-05-20,Slow system performance,Follow the software installation guide.,2028-05-20
CONV-1237,1237,1237,1237,Resolved,84,2028-05-21,Slow system performance,Run a system diagnostic tool.,2028-05-21
CONV-1238,1238,1238,1238,Resolved,55,2028-05-22,Forgot password,Follow the software installation guide.,2028-05-22
CONV-1239,1239,1239,1239,Resolved,22,2028-05-23,Slow system performance,Restart your router.,2028-05-23
CONV-1240,1240,1240,1240,Resolved,30,2028-05-24,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2028-05-24
CONV-1241,1241,1241,1241,Resolved,116,2028-05-25,Printer not responding,Verify your email settings.,2028-05-25
CONV-1242,1242,1242,1242,Pending,115,2028-05-26,Slow system performance,Reinstall the printer drivers.,2028-05-26
CONV-1243,1243,1243,1243,Resolved,49,2028-05-27,Software installation failure,Follow the software installation guide.,2028-05-27
CONV-1244,1244,1244,1244,Resolved after follow-up,60,2028-05-28,Blue screen error,Verify your email settings.,2028-05-28
CONV-1245,1245,1245,1245,Resolved after follow-up,45,2028-05-29,Printer not responding,Reinstall the printer drivers.,2028-05-29
CONV-1246,1246,1246,1246,Escalated,20,2028-05-30,Cannot connect to Wi-Fi,Verify your email settings.,2028-05-30
CONV-1247,1247,1247,1247,Resolved after follow-up,39,2028-05-31,Slow system performance,Reinstall the printer drivers.,2028-05-31
CONV-1248,1248,1248,1248,Resolved,79,2028-06-01,Software installation failure,Reinstall the printer drivers.,2028-06-01
CONV-1249,1249,1249,1249,Escalated,91,2028-06-02,Blue screen error,Verify your email settings.,2028-06-02
CONV-1250,1250,1250,1250,Resolved after follow-up,107,2028-06-03,Slow system performance,Follow the software installation guide.,2028-06-03
CONV-1251,1251,1251,1251,Escalated,51,2028-06-04,Software installation failure,Run a system diagnostic tool.,2028-06-04
CONV-1252,1252,1252,1252,Resolved,5,2028-06-05,Software installation failure,Clear cache and remove unnecessary programs.,2028-06-05
CONV-1253,1253,1253,1253,Escalated,69,2028-06-06,Software installation failure,Clear cache and remove unnecessary programs.,2028-06-06
CONV-1254,1254,1254,1254,Resolved after follow-up,68,2028-06-07,Software installation failure,Follow the software installation guide.,2028-06-07
CONV-1255,1255,1255,1255,Resolved,34,2028-06-08,Forgot password,Reinstall the printer drivers.,2028-06-08
CONV-1256,1256,1256,1256,Resolved,74,2028-06-09,Blue screen error,Run a system diagnostic tool.,2028-06-09
CONV-1257,1257,1257,1257,Pending,68,2028-06-10,Cannot connect to Wi-Fi,Reset your password using the link provided.,2028-06-10
CONV-1258,1258,1258,1258,Resolved,101,2028-06-11,Software installation failure,Reset your password using the link provided.,2028-06-11
CONV-1259,1259,1259,1259,Escalated,26,2028-06-12,Forgot password,Clear cache and remove unnecessary programs.,2028-06-12
CONV-1260,1260,1260,1260,Escalated,67,2028-06-13,Software installation failure,Verify your email settings.,2028-06-13
CONV-1261,1261,1261,1261,Pending,63,2028-06-14,Blue screen error,Reinstall the printer drivers.,2028-06-14
CONV-1262,1262,1262,1262,Pending,9,2028-06-15,Printer not responding,Run a system diagnostic tool.,2028-06-15
CONV-1263,1263,1263,1263,Pending,113,2028-06-16,Blue screen error,Run a system diagnostic tool.,2028-06-16
CONV-1264,1264,1264,1264,Escalated,51,2028-06-17,Blue screen error,Reset your password using the link provided.,2028-06-17
CONV-1265,1265,1265,1265,Resolved after follow-up,66,2028-06-18,Software installation failure,Clear cache and remove unnecessary programs.,2028-06-18
CONV-1266,1266,1266,1266,Resolved,34,2028-06-19,Unable to access email,Verify your email settings.,2028-06-19
CONV-1267,1267,1267,1267,Resolved,20,2028-06-20,Unable to access email,Follow the software installation guide.,2028-06-20
CONV-1268,1268,1268,1268,Resolved after follow-up,105,2028-06-21,Slow system performance,Verify your email settings.,2028-06-21
CONV-1269,1269,1269,1269,Resolved,42,2028-06-22,Unable to access email,Run a system diagnostic tool.,2028-06-22
CONV-1270,1270,1270,1270,Resolved,111,2028-06-23,Forgot password,Follow the software installation guide.,2028-06-23
CONV-1271,1271,1271,1271,Pending,50,2028-06-24,Forgot password,Verify your email settings.,2028-06-24
CONV-1272,1272,1272,1272,Pending,73,2028-06-25,Blue screen error,Verify your email settings.,2028-06-25
CONV-1273,1273,1273,1273,Resolved,11,2028-06-26,Cannot connect to Wi-Fi,Verify your email settings.,2028-06-26
CONV-1274,1274,1274,1274,Pending,22,2028-06-27,Unable to access email,Verify your email settings.,2028-06-27
CONV-1275,1275,1275,1275,Pending,62,2028-06-28,Printer not responding,Clear cache and remove unnecessary programs.,2028-06-28
CONV-1276,1276,1276,1276,Pending,79,2028-06-29,Slow system performance,Verify your email settings.,2028-06-29
CONV-1277,1277,1277,1277,Escalated,35,2028-06-30,Printer not responding,Run a system diagnostic tool.,2028-06-30
CONV-1278,1278,1278,1278,Pending,31,2028-07-01,Slow system performance,Reset your password using the link provided.,2028-07-01
CONV-1279,1279,1279,1279,Escalated,93,2028-07-02,Printer not responding,Reset your password using the link provided.,2028-07-02
CONV-1280,1280,1280,1280,Resolved,87,2028-07-03,Software installation failure,Verify your email settings.,2028-07-03
CONV-1281,1281,1281,1281,Resolved,108,2028-07-04,Blue screen error,Reinstall the printer drivers.,2028-07-04
CONV-1282,1282,1282,1282,Escalated,13,2028-07-05,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2028-07-05
CONV-1283,1283,1283,1283,Escalated,28,2028-07-06,Unable to access email,Reinstall the printer drivers.,2028-07-06
CONV-1284,1284,1284,1284,Resolved after follow-up,39,2028-07-07,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2028-07-07
CONV-1285,1285,1285,1285,Resolved after follow-up,48,2028-07-08,Slow system performance,Clear cache and remove unnecessary programs.,2028-07-08
CONV-1286,1286,1286,1286,Pending,96,2028-07-09,Cannot connect to Wi-Fi,Verify your email settings.,2028-07-09
CONV-1287,1287,1287,1287,Resolved after follow-up,11,2028-07-10,Unable to access email,Verify your email settings.,2028-07-10
CONV-1288,1288,1288,1288,Resolved after follow-up,39,2028-07-11,Blue screen error,Run a system diagnostic tool.,2028-07-11
CONV-1289,1289,1289,1289,Resolved,51,2028-07-12,Software installation failure,Run a system diagnostic tool.,2028-07-12
CONV-1290,1290,1290,1290,Resolved after follow-up,99,2028-07-13,Unable to access email,Restart your router.,2028-07-13
CONV-1291,1291,1291,1291,Resolved after follow-up,90,2028-07-14,Slow system performance,Follow the software installation guide.,2028-07-14
CONV-1292,1292,1292,1292,Pending,98,2028-07-15,Cannot connect to Wi-Fi,Verify your email settings.,2028-07-15
CONV-1293,1293,1293,1293,Pending,90,2028-07-16,Forgot password,Restart your router.,2028-07-16
CONV-1294,1294,1294,1294,Resolved after follow-up,45,2028-07-17,Slow system performance,Run a system diagnostic tool.,2028-07-17
CONV-1295,1295,1295,1295,Resolved,100,2028-07-18,Software installation failure,Run a system diagnostic tool.,2028-07-18
CONV-1296,1296,1296,1296,Resolved,35,2028-07-19,Slow system performance,Clear cache and remove unnecessary programs.,2028-07-19
CONV-1297,1297,1297,1297,Resolved after follow-up,115,2028-07-20,Forgot password,Restart your router.,2028-07-20
CONV-1298,1298,1298,1298,Resolved after follow-up,104,2028-07-21,Slow system performance,Run a system diagnostic tool.,2028-07-21
CONV-1299,1299,1299,1299,Resolved after follow-up,96,2028-07-22,Unable to access email,Verify your email settings.,2028-07-22
CONV-1300,1300,1300,1300,Pending,84,2028-07-23,Printer not responding,Verify your email settings.,2028-07-23
CONV-1301,1301,1301,1301,Escalated,72,2028-07-24,Slow system performance,Clear cache and remove unnecessary programs.,2028-07-24
CONV-1302,1302,1302,1302,Escalated,97,2028-07-25,Forgot password,Follow the software installation guide.,2028-07-25
CONV-1303,1303,1303,1303,Pending,41,2028-07-26,Printer not responding,Restart your router.,2028-07-26
CONV-1304,1304,1304,1304,Resolved,56,2028-07-27,Software installation failure,Reset your password using the link provided.,2028-07-27
CONV-1305,1305,1305,1305,Resolved,32,2028-07-28,Slow system performance,Follow the software installation guide.,2028-07-28
CONV-1306,1306,1306,1306,Escalated,8,2028-07-29,Printer not responding,Follow the software installation guide.,2028-07-29
CONV-1307,1307,1307,1307,Resolved,43,2028-07-30,Software installation failure,Reinstall the printer drivers.,2028-07-30
CONV-1308,1308,1308,1308,Resolved after follow-up,101,2028-07-31,Cannot connect to Wi-Fi,Verify your email settings.,2028-07-31
CONV-1309,1309,1309,1309,Escalated,117,2028-08-01,Blue screen error,Reinstall the printer drivers.,2028-08-01
CONV-1310,1310,1310,1310,Pending,89,2028-08-02,Printer not responding,Restart your router.,2028-08-02
CONV-1311,1311,1311,1311,Escalated,41,2028-08-03,Blue screen error,Restart your router.,2028-08-03
CONV-1312,1312,1312,1312,Resolved,37,2028-08-04,Unable to access email,Reinstall the printer drivers.,2028-08-04
CONV-1313,1313,1313,1313,Pending,102,2028-08-05,Slow system performance,Verify your email settings.,2028-08-05
CONV-1314,1314,1314,1314,Escalated,11,2028-08-06,Forgot password,Run a system diagnostic tool.,2028-08-06
CONV-1315,1315,1315,1315,Pending,115,2028-08-07,Unable to access email,Clear cache and remove unnecessary programs.,2028-08-07
CONV-1316,1316,1316,1316,Resolved after follow-up,82,2028-08-08,Cannot connect to Wi-Fi,Follow the software installation guide.,2028-08-08
CONV-1317,1317,1317,1317,Resolved,37,2028-08-09,Software installation failure,Verify your email settings.,2028-08-09
CONV-1318,1318,1318,1318,Resolved,49,2028-08-10,Software installation failure,Run a system diagnostic tool.,2028-08-10
CONV-1319,1319,1319,1319,Resolved after follow-up,98,2028-08-11,Slow system performance,Restart your router.,2028-08-11
CONV-1320,1320,1320,1320,Resolved,10,2028-08-12,Printer not responding,Reset your password using the link provided.,2028-08-12
CONV-1321,1321,1321,1321,Pending,78,2028-08-13,Software installation failure,Follow the software installation guide.,2028-08-13
CONV-1322,1322,1322,1322,Resolved after follow-up,105,2028-08-14,Blue screen error,Clear cache and remove unnecessary programs.,2028-08-14
CONV-1323,1323,1323,1323,Pending,33,2028-08-15,Printer not responding,Follow the software installation guide.,2028-08-15
CONV-1324,1324,1324,1324,Resolved,43,2028-08-16,Forgot password,Restart your router.,2028-08-16
CONV-1325,1325,1325,1325,Escalated,95,2028-08-17,Software installation failure,Reinstall the printer drivers.,2028-08-17
